timestamp,value,source_table,source_db
20250924T181809,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181834,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181858,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181923,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181948,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182013,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182037,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182102,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182127,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182152,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182216,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182241,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182305,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182330,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182355,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182419,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182444,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182509,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182533,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182558,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182623,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182648,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182712,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182734,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182759,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182824,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182849,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182914,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T182939,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183004,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183028,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183053,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183117,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183142,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183207,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183231,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183256,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183320,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183345,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183410,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183434,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183459,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183524,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183548,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183613,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183638,47.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183702,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183727,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183752,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183817,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183841,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183906,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183930,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T183955,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184020,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184044,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184109,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184134,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184158,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184222,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184247,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184312,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184337,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184402,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184426,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184451,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184516,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184541,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184605,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184630,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184654,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184719,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184744,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184809,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
